k,n,x,y,K,MK,Ry,S_K,absS_K,E,SM_K,boundary_MK_Ry,identity_resid,sqrt_sumR2_all,sqrt_sumR2_sf,sqrt_Diag,sqrt_sumDelta2,c_all_K,c_sf_K,c_M_K,c_M_all_K,tri_absR,tri_absMDelta,absS_over_sqrtx,absS_over_x34,absE_over_sqrtx
6,270,73440,715,102,-1,-7.328810502,8.696613693,8.696613693,1.367803191,1.367803191,7.328810502,0.000e+00,120.456700601,99.973724963,36.478650653,22.858896696,0.072197011,0.086988993,0.037495992,0.059836798,1102.301175,250.514734,0.032091044,0.001949399,0.005047279
6,271,73983,715,103,-2,-7.328810502,6.282349961,6.282349961,-8.375271044,-8.375271044,14.657621004,0.000e+00,120.105191228,99.923882982,33.402421493,23.140268985,0.052307064,0.062871355,0.250738440,0.361934904,1110.710765,234.258588,0.023097031,0.001400468,0.030791646
6,272,74528,715,104,-2,-7.328810502,12.152955004,12.152955004,-2.504666000,-2.504666000,14.657621004,0.000e+00,120.761802311,100.336509916,31.765690145,19.095073909,0.100635754,0.121121963,0.078848153,0.131168175,1121.979857,215.211856,0.044516617,0.002694277,0.009174662
6,273,75075,715,104,-2,-7.328810502,20.408536585,20.408536585,5.750915581,5.750915581,14.657621004,0.000e+00,121.195256386,100.507744751,30.988098420,19.852213787,0.168393856,0.203054368,0.185584656,0.289686362,1125.750025,209.694547,0.074484206,0.004499770,0.020988883
6,274,75624,715,105,-3,-7.328810502,43.266621273,43.266621273,21.280189766,21.280189766,21.986431507,0.000e+00,121.284124871,100.025122937,33.532506653,18.840420018,0.356737713,0.432557542,0.634613749,1.129496569,1132.189906,234.894471,0.157334208,0.009487641,0.077383020
6,275,76175,715,106,-2,-7.328810502,38.269610212,38.269610212,23.611989207,23.611989207,14.657621004,0.000e+00,121.655260624,100.356532318,30.822379435,18.096772680,0.314574232,0.381336514,0.766066399,1.304762436,1143.694202,213.880445,0.138658918,0.008346313,0.085551247
6,276,76728,715,107,-3,-7.328810502,29.774626863,29.774626863,7.788195357,7.788195357,21.986431507,0.000e+00,124.354217670,102.420540734,36.624710611,22.877854573,0.239433993,0.290709526,0.212648652,0.340425075,1156.562330,247.667882,0.107490328,0.006458489,0.028116412
6,277,77283,715,107,-3,-7.328810502,37.059397987,37.059397987,15.072966480,15.072966480,21.986431507,0.000e+00,124.239019299,102.822426268,35.915092172,22.751106829,0.298291134,0.360421353,0.419683358,0.662515745,1153.551026,242.469842,0.133308049,0.007995311,0.054219655
6,278,77840,715,108,-3,-7.328810502,38.742691222,38.742691222,16.756259715,16.756259715,21.986431507,0.000e+00,122.675978925,100.370037919,27.368254690,16.738407632,0.315813182,0.385998571,0.612251673,1.001066534,1168.067475,206.069702,0.138863585,0.008313572,0.060058664
6,279,78399,715,109,-4,-7.328810502,41.180924439,41.180924439,11.865682430,11.865682430,29.315242009,0.000e+00,123.807467094,102.439605947,34.821316191,19.356243250,0.332620684,0.402001980,0.340759159,0.613015774,1177.554617,236.522075,0.147075668,0.008789480,0.042377708
6,280,78960,715,110,-5,-7.328810502,33.726812963,33.726812963,-2.917239548,-2.917239548,36.644052511,0.000e+00,124.684867175,102.980262695,36.317526891,22.369625265,0.270496442,0.327507544,0.080325942,0.130410747,1187.622715,249.605927,0.120025005,0.007160114,0.010381701
6,281,79523,715,111,-4,-7.328810502,29.209204921,29.209204921,-0.106037088,-0.106037088,29.315242009,0.000e+00,126.285371675,104.504686174,38.319215783,24.712692182,0.231295237,0.279501389,0.002767204,0.004290795,1200.657392,254.160504,0.103579392,0.006168082,0.000376020
6,282,80088,715,111,-4,-7.328810502,45.211217089,45.211217089,15.895975080,15.895975080,29.315242009,0.000e+00,125.571361523,104.403117403,34.114271353,21.553150886,0.360044014,0.433044704,0.465962615,0.737524419,1199.573502,229.721807,0.159757948,0.009496654,0.056169874
6,283,80655,715,112,-4,-7.328810502,31.024950824,31.024950824,1.709708815,1.709708815,29.315242009,0.000e+00,126.653265319,105.905964930,35.243304739,21.838785477,0.244959739,0.292948096,0.048511592,0.078287724,1212.649182,254.811785,0.109243462,0.006482427,0.006020139
6,284,81224,715,113,-5,-7.328810502,61.755815369,61.755815369,25.111762858,25.111762858,36.644052511,0.000e+00,125.678831160,103.060389052,36.849504892,21.433165803,0.491378021,0.599219700,0.681468121,1.171631064,1223.472102,255.115353,0.216688405,0.012835553,0.088111991
6,285,81795,715,114,-6,-7.328810502,79.067891915,79.067891915,35.095028902,35.095028902,43.972863013,0.000e+00,127.074806165,106.156899979,37.820143014,18.997663113,0.622215326,0.744821033,0.927945431,1.847333995,1232.867227,248.532359,0.276462851,0.016347641,0.122710641
6,286,82368,715,115,-5,-7.328810502,93.470045400,93.470045400,56.825992889,56.825992889,36.644052511,0.000e+00,128.075618577,105.739215335,41.554274827,22.024933701,0.729803584,0.883967647,1.367512563,2.580075548,1247.719802,265.993415,0.325681578,0.019224434,0.198001177
6,287,82943,715,115,-5,-7.328810502,87.660281666,87.660281666,51.016229155,51.016229155,36.644052511,0.000e+00,127.839218111,105.801198387,37.113685474,19.413327290,0.685707273,0.828537701,1.374593455,2.627897237,1243.485475,260.675681,0.304377813,0.017935689,0.177140752
6,288,83520,715,116,-5,-7.328810502,68.514671084,68.514671084,31.870618574,31.870618574,36.644052511,0.000e+00,128.018317848,105.050037173,34.795444944,20.456163708,0.535194277,0.652209870,0.915942263,1.557995870,1257.919067,242.349086,0.237076406,0.013945713,0.110279617
6,289,84099,715,117,-5,-7.328810502,53.653256295,53.653256295,17.009203784,17.009203784,36.644052511,0.000e+00,128.350047926,106.358516946,36.546439722,20.119879513,0.418022877,0.504456604,0.465413428,0.845392925,1264.009294,253.544051,0.185012329,0.010864330,0.058652776
6,290,84680,715,118,-4,-7.328810502,50.377928874,50.377928874,21.062686866,21.062686866,29.315242009,0.000e+00,129.035437332,106.533439037,41.748204448,19.961444685,0.390419329,0.472883719,0.504517192,1.055168461,1276.526288,270.255635,0.173121053,0.010148566,0.072380795
6,291,85263,715,119,-3,-7.328810502,35.455395892,35.455395892,13.468964385,13.468964385,21.986431507,0.000e+00,129.513554565,107.120274320,39.771306866,24.003126704,0.273758187,0.330986791,0.338660342,0.561133745,1284.977392,272.679516,0.121423301,0.007105782,0.046126861
6,292,85848,715,119,-3,-7.328810502,18.417295784,18.417295784,-3.569135722,-3.569135722,21.986431507,0.000e+00,130.154406862,107.344365338,41.923751301,26.082272541,0.141503436,0.171572078,0.085133978,0.136841440,1291.545336,286.881434,0.062858031,0.003672216,0.012181422
6,293,86435,715,120,-3,-7.328810502,28.501855490,28.501855490,6.515423983,6.515423983,21.986431507,0.000e+00,130.267758081,107.496440079,34.382348411,22.477672814,0.218794396,0.265142320,0.189499097,0.289862035,1300.097825,243.498414,0.096945647,0.005654001,0.022161434
6,294,87024,715,121,-3,-7.328810502,24.803198261,24.803198261,2.816766755,2.816766755,21.986431507,0.000e+00,131.780686124,109.499133896,40.068843909,21.921960644,0.188215732,0.226515018,0.070298179,0.128490640,1309.842679,288.883731,0.084079121,0.004895290,0.009548417
6,295,87615,715,122,-2,-7.328810502,0.393548185,0.393548185,-14.264072819,-14.264072819,14.657621004,0.000e+00,131.137488409,107.674231610,41.970000707,22.056812819,0.003001035,0.003654989,0.339863535,0.646696916,1323.735706,287.213570,0.001329562,0.000077279,0.048189710
6,296,88208,715,123,-1,-7.328810502,-11.006803012,11.006803012,-18.335613514,-18.335613514,7.328810502,0.000e+00,132.317767764,109.103860694,38.025960329,24.073927895,0.083184618,0.100883717,0.482186731,0.761637801,1331.736744,261.097510,0.037060153,0.002150454,0.061736422
6,297,88803,715,124,-1,-7.328810502,-6.775227586,6.775227586,-14.104038088,-14.104038088,7.328810502,0.000e+00,133.994374301,111.104590852,42.657388703,29.653690610,0.050563523,0.060980627,0.330635290,0.475625050,1336.065365,294.934245,0.022735791,0.001317053,0.047329253
6,298,89400,715,124,-1,-7.328810502,22.628275061,22.628275061,15.299464559,15.299464559,7.328810502,0.000e+00,133.969449930,110.881068505,45.925585702,28.092710808,0.168906233,0.204076993,0.333135970,0.544606203,1343.863293,317.701945,0.075680273,0.004376715,0.051169064
6,299,89999,715,125,-1,-7.328810502,20.654711328,20.654711328,13.325900826,13.325900826,7.328810502,0.000e+00,133.741677881,110.190200334,40.173834433,24.944910845,0.154437358,0.187445991,0.331705973,0.534213207,1350.778219,293.107365,0.068849420,0.003975034,0.044419916
6,300,90600,715,126,-1,-7.328810502,29.659964180,29.659964180,22.331153678,22.331153678,7.328810502,0.000e+00,134.031910712,110.260711130,34.103108221,18.761780026,0.221290318,0.268998484,0.654812856,1.190247069,1366.933654,272.652604,0.098538631,0.005679688,0.074190289
6,301,91203,715,127,-2,-7.328810502,29.838083566,29.838083566,15.180462561,15.180462561,14.657621004,0.000e+00,134.084359270,110.796953073,38.539326634,21.512821099,0.222532171,0.269304189,0.393895376,0.705647227,1373.510769,293.312445,0.098802143,0.005685440,0.050266708
6,302,91808,715,128,-2,-7.328810502,42.253707108,42.253707108,27.596086104,27.596086104,14.657621004,0.000e+00,136.233438563,112.808572468,39.727072070,22.838357020,0.310156651,0.374561136,0.694641832,1.208321863,1387.121596,300.812349,0.139451938,0.008011326,0.091076688
6,303,92415,715,129,-1,-7.328810502,54.807423331,54.807423331,47.478612829,47.478612829,7.328810502,0.000e+00,135.144690048,111.945364857,35.268511119,22.302493725,0.405546258,0.489590823,1.346204059,2.128847716,1391.416609,260.728088,0.180288552,0.010340286,0.156180492
6,304,93024,715,129,-1,-7.328810502,59.984337708,59.984337708,52.655527206,52.655527206,7.328810502,0.000e+00,135.708843253,111.950263530,42.188323011,22.369389441,0.442007582,0.535812385,1.248106667,2.353909898,1400.475071,313.604007,0.196671017,0.011261380,0.172642001
6,305,93635,715,130,-2,-7.328810502,83.368040465,83.368040465,68.710419461,68.710419461,14.657621004,0.000e+00,135.949364066,112.317618613,41.375777388,21.081185410,0.613228617,0.742252565,1.660643589,3.259324280,1413.361138,290.668149,0.272446032,0.015574745,0.224545053
6,306,94248,715,131,-3,-7.328810502,81.197698664,81.197698664,59.211267157,59.211267157,21.986431507,0.000e+00,137.555031427,113.424073122,43.948729621,23.530773808,0.590292466,0.715877119,1.347280517,2.516333192,1419.092552,323.744639,0.264489021,0.015095226,0.192871600
6,307,94863,715,132,-3,-7.328810502,105.064833199,105.064833199,83.078401692,83.078401692,21.986431507,0.000e+00,137.472483679,113.216260257,49.296389464,26.656523682,0.764260821,0.928001269,1.685283701,3.116625509,1427.072079,342.214463,0.341121386,0.019437246,0.269736492
6,308,95480,715,133,-2,-7.328810502,106.685643520,106.685643520,92.028022516,92.028022516,14.657621004,0.000e+00,137.164084234,112.259883365,49.871676136,27.451376072,0.777795763,0.950345220,1.845296362,3.352401070,1438.993636,373.857459,0.345262790,0.019641365,0.297826875
6,309,96099,715,134,-1,-7.328810502,96.041943397,96.041943397,88.713132895,88.713132895,7.328810502,0.000e+00,137.719032275,113.355142143,47.354361244,29.736353744,0.697375968,0.847265872,1.873388861,2.983322490,1446.327497,330.497791,0.309814333,0.017596317,0.286172885
6,310,96720,715,135,-1,-7.328810502,93.032827051,93.032827051,85.704016549,85.704016549,7.328810502,0.000e+00,139.944900494,115.482765682,58.494087917,35.599875909,0.664781830,0.805599229,1.465173996,2.407424587,1460.036473,402.812552,0.299142469,0.016962857,0.275577041
6,311,97343,715,135,-1,-7.328810502,75.309734332,75.309734332,67.980923830,67.980923830,7.328810502,0.000e+00,138.874450845,114.251217823,46.597818898,24.369222650,0.542286460,0.659159139,1.458886391,2.789622172,1462.515733,342.814560,0.241378593,0.013665407,0.217888696
6,312,97968,715,136,-1,-7.328810502,71.491549703,71.491549703,64.162739201,64.162739201,7.328810502,0.000e+00,139.637755842,114.685488154,46.331631070,23.474362295,0.511978650,0.623370497,1.384858200,2.733311278,1476.657076,331.112233,0.228408673,0.012910454,0.204993823
6,313,98595,715,137,-2,-7.328810502,76.397154974,76.397154974,61.739533969,61.739533969,14.657621004,0.000e+00,140.681764835,114.972137712,47.678081063,23.112944513,0.543049450,0.664484078,1.294924892,2.671210236,1484.387844,358.700789,0.243304275,0.013730489,0.196623717
6,314,99224,715,138,-3,-7.328810502,85.957117864,85.957117864,63.970686357,63.970686357,21.986431507,0.000e+00,140.527260546,115.087443145,37.876996373,18.811760723,0.611675753,0.746885286,1.688905998,3.400568788,1499.829850,301.466503,0.272881114,0.015375148,0.203082567
6,315,99855,715,139,-4,-7.328810502,94.426291811,94.426291811,65.111049802,65.111049802,29.315242009,0.000e+00,141.072707640,115.814811179,35.694572330,17.745635655,0.669344860,0.815321381,1.824116261,3.669130319,1506.196473,293.494419,0.298818875,0.016809917,0.206048658
6,316,100488,715,140,-4,-7.328810502,64.441057714,64.441057714,35.125815705,35.125815705,29.315242009,0.000e+00,141.264329371,116.174800689,44.245018257,21.553252605,0.456173600,0.554690495,0.793893123,1.629722267,1514.797129,361.204447,0.203285105,0.011417657,0.110807541
6,317,101123,715,141,-3,-7.328810502,57.530505061,57.530505061,35.544073554,35.544073554,21.986431507,0.000e+00,142.263945590,115.875866433,43.356608420,21.354627444,0.404392728,0.496483926,0.819807518,1.664467041,1530.142677,322.227032,0.180914432,0.010145203,0.111774369
6,318,101760,715,142,-2,-7.328810502,62.699460425,62.699460425,48.041839420,48.041839420,14.657621004,0.000e+00,142.186110140,116.428157623,41.182098554,22.414588885,0.440967549,0.538524887,1.166570940,2.143329046,1539.467048,320.435430,0.196550998,0.011004770,0.150602117
6,319,102399,715,143,-1,-7.328810502,75.082909982,75.082909982,67.754099480,67.754099480,7.328810502,0.000e+00,143.028991438,117.416891389,45.007424417,23.189262060,0.524948888,0.639455781,1.505398284,2.921787649,1551.306175,355.565241,0.234635239,0.013116541,0.211732595
6,320,103040,715,143,-1,-7.328810502,57.984992349,57.984992349,50.656181847,50.656181847,7.328810502,0.000e+00,143.081914462,117.223404647,41.376515546,20.650542078,0.405257314,0.494653713,1.224273750,2.453019473,1554.383340,351.443143,0.180639482,0.010082337,0.157808186
6,321,103683,715,144,-1,-7.328810502,38.456066085,38.456066085,31.127255583,31.127255583,7.328810502,0.000e+00,144.011492509,118.303472160,41.213838940,22.676456413,0.267034703,0.325062869,0.755262222,1.372668419,1564.395983,334.020056,0.119429353,0.006655554,0.096668962
6,322,104328,715,145,0,-7.328810502,15.315631281,15.315631281,15.315631281,15.315631281,-0.000000000,0.000e+00,144.369430661,117.877078697,42.941470408,23.645391544,0.106086387,0.129928833,0.356662945,0.647721618,1577.567506,314.232698,0.047417042,0.002638361,0.047417042
6,323,104975,715,146,1,-7.328810502,39.612143604,39.612143604,46.940954106,46.940954106,-7.328810502,0.000e+00,144.612295473,118.713731161,45.372932399,24.447786153,0.273919610,0.333677859,1.034558527,1.920049276,1582.661039,353.700507,0.122260285,0.006792254,0.144880178
6,324,105624,715,147,1,-7.328810502,45.778177197,45.778177197,53.106987699,53.106987699,-7.328810502,0.000e+00,145.041575935,118.956446911,45.730363238,23.446164834,0.315621069,0.384831410,1.161306929,2.265060750,1595.712091,351.061874,0.140856597,0.007813337,0.163406890
6,325,106275,715,148,1,-7.328810502,28.612494995,28.612494995,35.941305497,35.941305497,-7.328810502,0.000e+00,146.683387459,119.840382537,42.946989251,24.122437723,0.195062955,0.238755037,0.836876021,1.489953292,1606.476224,334.340771,0.087768802,0.004861076,0.110249922
6,326,106928,715,149,0,-7.328810502,37.715603777,37.715603777,37.715603777,37.715603777,-0.000000000,0.000e+00,145.558121391,119.147935212,41.471807654,21.708453696,0.259110268,0.316544334,0.909427534,1.737369428,1617.109927,326.265561,0.115338777,0.006378264,0.115338777
6,327,107583,715,150,0,-7.328810502,16.999107163,16.999107163,16.999107163,16.999107163,-0.000000000,0.000e+00,147.686216320,121.554510223,49.274076944,25.781216150,0.115102869,0.139847605,0.344990880,0.659360174,1622.326884,372.040220,0.051826787,0.002861662,0.051826787
6,328,108240,715,151,-1,-7.328810502,23.079681655,23.079681655,15.750871153,15.750871153,7.328810502,0.000e+00,147.453670831,120.930972296,43.868050170,22.921459038,0.156521581,0.190850046,0.359051088,0.687167040,1636.650217,364.396765,0.070151332,0.003867577,0.047875209
6,329,108899,715,152,-1,-7.328810502,34.075330690,34.075330690,26.746520188,26.746520188,7.328810502,0.000e+00,147.909049551,121.161429574,40.696578061,22.339046026,0.230380296,0.281239094,0.657217915,1.197299122,1641.997359,323.763034,0.103259052,0.005684237,0.081050433
6,330,109560,715,153,-1,-7.328810502,32.917037778,32.917037778,25.588227276,25.588227276,7.328810502,0.000e+00,148.050869572,120.474354988,40.481189811,20.200710964,0.222335998,0.273228587,0.632101660,1.266699341,1659.207251,328.322807,0.099447698,0.005466152,0.077306175
6,331,110223,715,153,-1,-7.328810502,26.359788957,26.359788957,19.030978455,19.030978455,7.328810502,0.000e+00,149.261489411,122.058220857,39.438735668,21.950589107,0.176601406,0.215960783,0.482545349,0.866991695,1660.930679,316.491271,0.079397315,0.004357504,0.057322484
6,332,110888,715,154,-2,-7.328810502,40.925347219,40.925347219,26.267726215,26.267726215,14.657621004,0.000e+00,149.958059620,121.689152588,42.792513984,28.206435920,0.272911955,0.336310561,0.613839286,0.931267115,1668.544484,350.384780,0.122899495,0.006734866,0.078882416
6,333,111555,715,155,-1,-7.328810502,32.146224718,32.146224718,24.817414216,24.817414216,7.328810502,0.000e+00,150.717851528,123.518473432,45.845109290,27.184416070,0.213287440,0.260254388,0.541331771,0.912927986,1684.670390,384.803570,0.096246613,0.005266392,0.074303968
6,334,112224,715,156,-1,-7.328810502,14.225343248,14.225343248,6.896532746,6.896532746,7.328810502,0.000e+00,150.671144995,123.225828333,44.972432114,25.079163751,0.094413189,0.115441247,0.153350229,0.274990539,1695.161578,380.320991,0.042463900,0.002320056,0.020586757
6,335,112895,715,157,-2,-7.328810502,5.042700871,5.042700871,-9.614920134,-9.614920134,14.657621004,0.000e+00,152.031629648,125.435995878,43.885032340,29.340174409,0.033168762,0.040201386,0.219093382,0.327704941,1699.773183,358.854853,0.015008105,0.000818761,0.028615960
6,336,113568,715,158,-1,-7.328810502,3.364227118,3.364227118,-3.964583384,-3.964583384,7.328810502,0.000e+00,151.211248226,123.142426776,42.131053963,26.011014522,0.022248524,0.027319805,0.094101215,0.152419406,1717.706251,348.330080,0.009982914,0.000543805,0.011764394
6,337,114243,715,159,0,-7.328810502,-24.897092702,24.897092702,-24.897092702,-24.897092702,-0.000000000,0.000e+00,152.063614353,124.463962664,47.868617459,29.861607107,0.163728140,0.200034550,0.520113052,0.833749256,1726.378187,365.875795,0.073660360,0.004006604,0.073660360
6,338,114920,715,160,0,-7.328810502,-32.726148894,32.726148894,-32.726148894,-32.726148894,-0.000000000,0.000e+00,153.127470915,126.087487328,53.106593489,33.254351066,0.213718340,0.259551123,0.616235137,0.984116299,1738.600168,411.470840,0.096537732,0.005243221,0.096537732
