N,R,runmax_absR
443520,64,274
443760,70,274
444000,59,274
444240,54,274
444480,58,274
444720,74,274
444960,57,274
445200,48,274
445440,34,274
445680,23,274
445920,22,274
446160,13,274
446400,31,274
446640,20,274
446880,18,274
447120,28,274
447360,33,274
447600,41,274
447840,29,274
448080,15,274
448320,16,274
448560,-1,274
448800,-1,274
449040,5,274
449280,4,274
449520,15,274
449760,29,274
450000,28,274
450240,31,274
450480,17,274
450720,10,274
450960,7,274
451200,-13,274
451440,-21,274
451680,-15,274
451920,-4,274
452160,-3,274
452400,3,274
452640,-2,274
452880,-17,274
453120,-11,274
453360,-11,274
453600,-15,274
453840,1,274
454080,6,274
454320,8,274
454560,6,274
454800,7,274
455040,27,274
455280,45,274
455520,51,274
455760,58,274
456000,59,274
456240,39,274
456480,30,274
456720,-3,274
456960,3,274
457200,-1,274
457440,-15,274
457680,-9,274
457920,-10,274
458160,4,274
458400,-7,274
458640,-7,274
458880,-13,274
459120,2,274
459360,-11,274
459600,7,274
459840,-2,274
460080,0,274
460320,-10,274
460560,-21,274
460800,-13,274
461040,-1,274
461280,-4,274
461520,-4,274
461760,-19,274
462000,-23,274
462240,-22,274
462480,-10,274
462720,-3,274
462960,-25,274
463200,-23,274
463440,-12,274
463680,-3,274
463920,-5,274
464160,-4,274
464400,-25,274
464640,-26,274
464880,-29,274
465120,-39,274
465360,-53,274
465600,-82,274
465840,-80,274
466080,-69,274
466320,-63,274
466560,-49,274
466800,-29,274
467040,-17,274
467280,-23,274
467520,-42,274
467760,-41,274
468000,-39,274
468240,-23,274
468480,-23,274
468720,-30,274
468960,-21,274
469200,-4,274
469440,-26,274
469680,-36,274
469920,-31,274
470160,-22,274
470400,-31,274
470640,-51,274
470880,-66,274
471120,-79,274
471360,-84,274
471600,-90,274
471840,-95,274
472080,-84,274
472320,-66,274
472560,-39,274
472800,-44,274
473040,-23,274
473280,-16,274
473520,-28,274
473760,-31,274
474000,-54,274
474240,-60,274
474480,-62,274
474720,-64,274
474960,-68,274
475200,-88,274
475440,-100,274
475680,-99,274
475920,-90,274
476160,-99,274
476400,-114,274
476640,-133,274
476880,-136,274
477120,-141,274
477360,-125,274
477600,-105,274
477840,-92,274
478080,-71,274
478320,-94,274
478560,-90,274
478800,-88,274
479040,-78,274
479280,-82,274
479520,-64,274
479760,-79,274
480000,-66,274
480240,-58,274
480480,-41,274
