k,n,X,E,telescope_resid,argmax_E0,max_bnd,max_bnd_over_sqrtx,E0_x14,bnd_x14,bnd_x14_over_sqrtx
8,6359,40449599,1045.6172060358767,7.776179700158536e-11,32,288.8903956654831,0.04542301874787345,80,194.95475657540374,0.030653263991391753
8,6654,44289024,153.91646916463424,1.1186784831807017e-10,32,356.8971000967431,0.05362841534574385,82,127.47086654574377,0.01915414996015378
8,6949,48302499,897.7221961683872,5.638867150992155e-11,32,324.4150453519542,0.04667842427483657,83,263.65701211133273,0.03793626112813815
8,7244,52490024,994.8804302971062,5.3660187404602766e-11,8,469.67520222626626,0.06482749574882174,85,141.3022545935819,0.019503416968885218
8,7539,56851599,226.96458398208006,1.064108801074326e-10,32,450.9606775943539,0.05980910896027523,87,76.49369859341823,0.01014505295307256
8,7834,61387224,-1147.691245240317,8.685674401931465e-11,32,434.12614722840954,0.05540857061447026,89,133.6897268758039,0.017063143326701852
8,8129,66096899,-708.5124178671731,9.367795428261161e-11,32,408.4529409140814,0.050240214514623065,90,129.79689186441828,0.015965177471867962
8,8424,70980624,1432.568779349646,1.0277290130034089e-10,32,392.2746526953997,0.046560789965418556,92,85.52246789834317,0.010151034836887653
8,8719,76038399,2600.9615157879743,1.1550582712516189e-10,8,533.2178459789138,0.06114883595013239,93,-0.0,0.0
8,9014,81270224,337.7382017270322,1.0095391189679503e-10,32,556.0037389489589,0.06167540126119456,95,-137.5910187117115,0.01526245363929171
8,9309,86676099,314.39961637817737,1.1505107977427542e-10,32,586.2357140871463,0.06296839070557544,96,-107.43781871945248,0.011540045041806508
8,9604,92256024,-1339.616899555208,6.548361852765083e-11,8,662.7511713195127,0.06900064288510414,98,-61.230806506588124,0.0063748887910922165
8,9899,98009999,317.5963464875731,7.958078640513122e-11,32,548.9299121627118,0.055447466157887766,99,-91.94964811090904,0.009287843290908286
8,10194,103938024,94.37762335351908,1.623448042664677e-10,32,645.0599191429792,0.06327218462443139,101,-0.0,0.0
8,10489,110040099,3746.6073507259557,1.0459189070388675e-10,8,460.1143615373876,0.04386218909704999,102,115.88534252405225,0.011047220500534971
8,10784,116316224,1487.7386924710754,1.3505996321327984e-10,32,693.4620520112803,0.06429875336042788,104,192.20777260881732,0.017821768515071557
