k,n,X,q,P_q,abs_P_q,sqrt_X_over_q,Dpsi_q,ratio_renewal,ratio_rawdisc
6,263,69695,30,160.66666666666666,160.66666666666666,48.19923927477141,71.1684150931178,3.3333859431006267,2.2575557774674064
6,308,95480,30,-432.8,432.8,56.41512799477341,110.26179982623944,7.6717011089666745,3.9252034764718657
6,353,125315,30,160.66666666666666,160.66666666666666,64.63100391195132,144.3344243848005,2.485907025141486,1.113155557667406
6,398,159200,30,-432.8,432.8,72.84687135812126,113.96058014525988,5.941229759509085,3.7978044640377524
6,443,197135,30,160.66666666666666,160.66666666666666,81.06273290894323,149.17351571543986,1.9820040714287481,1.0770455190796124
6,488,239120,30,-432.8,432.8,89.2785901919753,107.6026954372137,4.8477468009894915,4.022204074362982
6,533,285155,30,160.66666666666666,160.66666666666666,97.49444428615749,190.44707994218334,1.6479571512310114,0.8436289320657606
6,578,335240,30,-432.8,432.8,105.71029593500657,112.76068702930934,4.094208574215862,3.838217125153773
6,623,389375,30,160.66666666666666,160.66666666666666,113.92614566756248,102.01898028207506,1.4102703617788794,1.5748703449341976
6,668,447560,30,-432.8,432.8,122.14199387052213,186.6025116830133,3.543416856767494,2.319368566352467
6,713,509795,30,160.66666666666666,160.66666666666666,130.35784083309554,230.6563208295629,1.2325048162801133,0.6965630340795509
7,714,511224,2,0.0,0.0,505.5808540678731,7.491513459128328,0.0,0.0
7,914,837224,2,0.0,0.0,647.0023183884274,175.34289910958614,0.0,0.0
7,1114,1243224,2,0.0,0.0,788.423743934694,220.66916470928118,0.0,0.0
7,1314,1729224,2,0.0,0.0,929.8451483983771,275.38641315163113,0.0,0.0
7,1514,2295224,2,0.0,0.0,1071.2665401290194,204.92858467064798,0.0,0.0
7,1714,2941224,2,0.0,0.0,1212.687923581331,53.29294345434755,0.0,0.0
7,1914,3667224,2,0.0,0.0,1354.1093013490454,610.1682991310954,0.0,0.0
7,2114,4473224,2,0.0,0.0,1495.530675044815,21.721797239035368,0.0,0.0
7,2314,5359224,2,0.0,0.0,1636.9520457240035,634.4773651566356,0.0,0.0
7,2514,6325224,2,0.0,0.0,1778.3734141062725,307.40454753674567,0.0,0.0
7,2714,7371224,2,0.0,0.0,1919.7947806992288,519.7375873895362,0.0,0.0
7,2914,8497224,2,0.0,0.0,2061.21614587117,507.86792167276144,0.0,0.0
7,3113,9696995,2,112.5,112.5,2201.930403078172,429.5111096277833,0.0510915330669541,0.26192570454695135
7,714,511224,3,0.0,0.0,412.805038728938,56.05071321944706,0.0,0.0
7,914,837224,3,-388.0,388.0,528.275180816463,105.76890621701023,0.734465699108438,3.668374892748963
7,1114,1243224,3,0.0,0.0,643.7452912449147,110.8512969595613,0.0,0.0
7,1314,1729224,3,0.0,0.0,759.215384459509,420.35869979613926,0.0,0.0
7,1514,2295224,3,-388.0,388.0,874.685467277619,252.5555235124193,0.44358802622800586,1.5362958394411053
7,1714,2941224,3,0.0,0.0,990.1555433365003,170.2791966085788,0.0,0.0
7,1914,3667224,3,0.0,0.0,1105.6256147539275,595.2518211819697,0.0,0.0
7,2114,4473224,3,-388.0,388.0,1221.0956828466256,215.30870255129412,0.317747417708899,1.8020637131820751
7,2314,5359224,3,0.0,0.0,1336.5657484762955,824.7635640236549,0.0,0.0
7,2514,6325224,3,0.0,0.0,1452.0358122305386,620.901861385908,0.0,0.0
7,2714,7371224,3,-388.0,388.0,1567.5058745238139,743.9509785128757,0.2475269830282894,0.5215397401258809
7,2914,8497224,3,0.0,0.0,1682.9759356568352,870.4435478877276,0.0,0.0
7,3113,9696995,3,-388.0,388.0,1797.868645554137,334.11867645941675,0.21581109440863022,1.1612640278345168
7,714,511224,4,-219.5,219.5,357.49965034947934,100.41139628458768,0.6139866144915789,2.186006849042208
7,914,837224,4,-219.5,219.5,457.4997267758747,219.79072744352743,0.4797817072960378,0.998677253372292
7,1114,1243224,4,-219.5,219.5,557.4997757847083,123.14511857251637,0.3937221314412961,1.7824498652030873
7,1314,1729224,4,-219.5,219.5,657.499809885904,423.8010644778842,0.3338404007114312,0.5179316863453854
7,1514,2295224,4,-219.5,219.5,757.4998349834804,365.16432010475546,0.2897690400220178,0.6010992528980694
7,1714,2941224,4,-219.5,219.5,857.4998542273928,612.775309179211,0.25597671990016774,0.35820633878674357
7,1914,3667224,4,-219.5,219.5,957.4998694516883,365.46450837305747,0.22924285109897358,0.6006055170094373
7,2114,4473224,4,-219.5,219.5,1057.4998817966837,497.31929115066305,0.20756503502115886,0.44136634935704194
7,2314,5359224,4,-219.5,219.5,1157.4998920086343,1130.7308993069455,0.1896328470658403,0.19412222672480012
7,2514,6325224,4,-219.5,219.5,1257.4999005964175,532.0327813751064,0.1745526976947622,0.4125685628480905
7,2714,7371224,4,-219.5,219.5,1357.4999079189656,466.01728522591293,0.16169430194399895,0.4710125717624233
7,2914,8497224,4,-219.5,219.5,1457.4999142367042,1161.7717897193506,0.15060035191491083,0.1889355568299904
7,3113,9696995,4,-200.0,200.0,1556.9999197174031,372.9052553316578,0.12845215819683548,0.5363292609596564
7,714,511224,5,-72.4,72.4,319.7574080455369,217.549477921566,0.22642165022081195,0.3327978567988229
7,914,837224,5,-72.4,72.4,409.2001955033746,120.61771435511764,0.17693051175339172,0.6002435080708207
7,1114,1243224,5,-72.4,72.4,498.6429584381995,463.2912782941712,0.14519406877170024,0.1562731771393912
7,1314,1729224,5,-72.4,72.4,588.0857080392279,469.1778187183081,0.12311130675389684,0.15431249541545053
7,1514,2295224,5,-72.4,72.4,677.5284495871741,352.16285913961474,0.1068589814112074,0.20558669979248742
7,1714,2941224,5,-72.4,72.4,766.9711858994443,430.12651973974425,0.09439728810032792,0.1683225671456085
7,1914,3667224,5,-72.4,72.4,856.4139186164597,545.504412014503,0.08453856064946084,0.13272119969228616
7,2114,4473224,5,-72.4,72.4,945.8566487581509,1046.90106532746,0.07654436863668143,0.06915648708156967
7,2314,5359224,5,-72.4,72.4,1035.2993769919888,507.34067890117876,0.06993146292655428,0.14270489832750485
7,2514,6325224,5,-72.4,72.4,1124.7421037731272,1113.9667107299902,0.0643703118760493,0.06499296550123637
7,2714,7371224,5,-72.4,72.4,1214.184829422605,581.1129917690996,0.059628483444673905,0.12458850692632173
7,2914,8497224,5,-72.4,72.4,1303.6275541733537,298.4807259258814,0.055537334853212536,0.24256172580462812
7,3113,9696995,5,0.0,0.0,1392.6230645799315,514.5913286367431,0.0,0.0
7,714,511224,6,0.0,0.0,291.89724219320743,54.40561031442485,0.0,0.0
7,914,837224,6,-25.0,25.0,373.5469626878705,98.83743441133993,0.06692598922532152,0.25294060037976535
7,1114,1243224,6,0.0,0.0,455.19666079618816,117.7827687652316,0.0,0.0
7,1314,1729224,6,0.0,0.0,536.8463467324706,427.29017160180956,0.0,0.0
7,1514,2295224,6,-25.0,25.0,618.4960253173284,245.62405170709826,0.04042063162357977,0.1017815634350499
7,1714,2941224,6,0.0,0.0,700.1456991226897,163.34772480325773,0.0,0.0
7,1914,3667224,6,0.0,0.0,781.7953696460474,602.1832929872908,0.0,0.0
7,2114,4473224,6,-25.0,25.0,863.4450378184667,222.93332153791562,0.028953782701865587,0.1121411542587549
7,2314,5359224,6,0.0,0.0,945.094704249262,817.1389450374991,0.0,0.0
7,2514,6325224,6,0.0,0.0,1026.7443693539303,613.2772423992865,0.0,0.0
7,2714,7371224,6,-25.0,25.0,1108.3940334255383,736.3263595262542,0.022555155699220477,0.03395233604849455
7,2914,8497224,6,0.0,0.0,1190.043696676723,878.0681668734178,0.0,0.0
7,3113,9696995,6,171.0,171.0,1271.2851109540036,326.49405747372657,0.1345095592849958,0.523746132848867
7,714,511224,9,700.0,700.0,238.33310023298623,277.7217018937954,2.93706580964081,2.520508823137234
7,914,837224,9,945.0,945.0,304.99981785058316,156.91604993783403,3.098362506114504,6.022328502242976
7,1114,1243224,9,782.0,782.0,371.6665171898055,546.6985304903064,2.1040367206407304,1.4304044302051873
7,1314,1729224,9,782.0,782.0,438.33320659060274,291.50141790759517,1.7840309340979894,2.6826627658047655
7,1514,2295224,9,945.0,945.0,504.9998899889869,909.5001576919458,1.8712875363608665,1.0390322552534161
7,1714,2941224,9,700.0,700.0,571.6665694849286,665.2572465974372,1.2244900040782511,1.0522245395751193
7,1914,3667224,9,0.0,0.0,638.3332463011254,870.9282114374219,0.0,0.0
7,2114,4473224,9,945.0,945.0,704.9999211977891,811.6325669229263,1.3404256817425635,1.164319962643562
7,2314,5359224,9,0.0,0.0,771.6665946724229,1119.3123255303362,0.0,0.0
7,2514,6325224,9,700.0,700.0,838.3332670642783,660.7298850868829,0.8349901256469263,1.0594344463592007
7,2714,7371224,9,945.0,945.0,904.9999386126437,424.39012065762654,1.0441989658570319,2.2267247845818057
7,2914,8497224,9,782.0,782.0,971.6666094911361,936.525937960716,0.8048027917821886,0.8350008988569009
7,3113,9696995,9,945.0,945.0,1037.9999464782688,769.2683142689057,0.9104046712200714,1.2284400416233257
7,714,511224,10,-204.0,204.0,226.10263156363308,214.7768891993328,0.9022451379235158,0.9498228639053858
7,914,837224,10,-204.0,204.0,289.34823310329716,117.1519784523116,0.7050328174189061,1.7413278264271153
7,1114,1243224,10,-204.0,204.0,352.5938173025727,459.82554239139426,0.5785694189440103,0.4436465163267492
7,1314,1729224,10,-204.0,204.0,415.8393920734302,465.7120828155312,0.49057401460412164,0.4380388818058743
7,1514,2295224,10,-204.0,204.0,479.08496114989873,348.6971232368378,0.42581173808996137,0.5850349383623725
7,1714,2941224,10,-204.0,204.0,542.3305265241853,425.96763665636536,0.37615437454248224,0.47890962233961903
7,1914,3667224,10,-204.0,204.0,605.5760893562427,549.6632950978819,0.3368693110338324,0.3711362971101653
7,2114,4473224,10,-204.0,204.0,668.821650367271,1050.366801230237,0.30501404954217193,0.19421786728318718
7,2314,5359224,10,-204.0,204.0,732.0672100292431,510.8064148039557,0.2786629386007482,0.3993685163063074
7,2514,6325224,10,-204.0,204.0,795.3127686640017,1109.8078276463784,0.25650286030574787,0.18381560745758332
7,2714,7371224,10,-204.0,204.0,858.5583264985554,577.6472558663227,0.23760761931221366,0.3531567023443266
7,2914,8497224,10,-204.0,204.0,921.8038836976117,302.63960900949314,0.22130520776469206,0.674069070693258
7,3113,9696995,10,-127.0,127.0,984.7332126012609,518.7502117203549,0.12896894140953988,0.24481917718900614
7,714,511224,15,-679.6666666666666,679.6666666666666,184.61202561046775,249.1773576320993,3.6815947629585435,2.727642162696693
7,914,837224,15,73.93333333333334,73.93333333333334,236.2518430263208,202.54373269964708,0.3129428849581352,0.3650240486234614
7,1114,1243224,15,-679.6666666666666,679.6666666666666,287.89164628380587,393.8520545400679,2.3608419189650465,1.725690291143376
7,1314,1729224,15,-679.6666666666666,679.6666666666666,339.5314418430199,460.86499111773446,2.0017782829694637,1.474763064597884
7,1514,2295224,15,73.93333333333334,73.93333333333334,391.17123275278476,528.4757096159155,0.1890050370346591,0.13989920820971402
7,1714,2941224,15,-679.6666666666666,679.6666666666666,442.8110206397307,629.7348282927996,1.5348910370043403,1.079290260170668
7,1914,3667224,15,-679.6666666666666,679.6666666666666,494.45080645095527,687.8109852702473,1.3745890547639,0.9881590745451954
7,2114,4473224,15,73.93333333333334,73.93333333333334,546.0905907753157,930.615710619837,0.13538657245195526,0.07944561056689017
7,2314,5359224,15,-679.6666666666666,679.6666666666666,597.7303739981766,723.2485771856736,1.1370790179532353,0.9397414500439195
7,2514,6325224,15,-679.6666666666666,679.6666666666666,649.3701563823209,1106.477221528883,1.0466552242762885,0.6142617791331775
7,2714,7371224,15,73.93333333333334,73.93333333333334,701.0099381131007,568.6299531029072,0.10546688329745899,0.13002011752967457
7,2914,8497224,15,-679.6666666666666,679.6666666666666,752.6497193249992,937.7438659353647,0.9030318476385188,0.7247892429439934
7,3113,9696995,15,-275.4,275.4,804.031301214905,1027.6053053562064,0.34252397833749243,0.2680017303964152
7,714,511224,25,-2765.2,2765.2,142.99986013979174,331.00135427498026,19.33708184956849,8.354044369567148
7,914,837224,25,-2765.2,2765.2,182.9998907103499,358.56765052441915,15.110391537756307,7.711794401853561
7,1114,1243224,25,-2765.2,2765.2,222.9999103138833,430.54633326048497,12.400004987032709,6.422537567697796
7,1314,1729224,25,-2765.2,2765.2,262.99992395436163,693.1893089428486,10.514071481175959,3.9890978760435303
7,1514,2295224,25,-2765.2,2765.2,302.9999339933922,723.007141284208,9.12607459531758,3.824581863864361
7,1714,2941224,25,-2765.2,2765.2,342.99994169095714,916.0795716927678,8.061808950659952,3.0185150782157
7,1914,3667224,25,-2765.2,2765.2,382.99994778067526,572.482383228431,7.2198443264109535,4.830192301125595
7,2114,4473224,25,-2765.2,2765.2,422.99995271867346,1256.7209287269507,6.537116569937454,2.2003293943716904
7,2314,5359224,25,-2765.2,2765.2,462.9999568034537,951.9612363124616,5.972354768866305,2.9047401244102553
7,2514,6325224,25,-2765.2,2765.2,502.999960238567,870.6402020023088,5.497415941521144,3.1760536598707017
7,2714,7371224,25,-2765.2,2765.2,542.9999631675862,1494.832715518598,5.092449700860432,1.849839096571202
7,2914,8497224,25,-2765.2,2765.2,582.9999656946817,1917.0239904327318,4.74305345233612,1.4424441289207905
7,3113,9696995,25,-2212.2,2212.2,622.7999678869612,1733.5300739120576,3.5520233045379928,1.2761243853172548
7,714,511224,30,-804.5,804.5,130.5404151977463,249.1773576320993,6.162842356379215,3.228624011607881
7,914,837224,30,396.5,396.5,167.05528027173122,199.0779967968556,2.373465833316105,1.9916816844635974
7,1114,1243224,30,-804.5,804.5,203.57013533423807,393.8520545400679,3.9519549303197454,2.042645177868827
7,1314,1729224,30,-804.5,804.5,240.08498495324525,464.3307270205405,3.3508967674786923,1.7326012542013216
7,1514,2295224,30,396.5,396.5,276.59983128459544,528.4757096159155,1.4334788208603009,0.7502710016476772
7,1714,2941224,30,-804.5,804.5,313.11467547848986,629.7348282927996,2.5693461948744303,1.2775218454742066
7,1914,3667224,30,-804.5,804.5,349.6295182046276,691.2767211730243,2.3010070892502577,1.1637886469471266
7,2114,4473224,30,396.5,396.5,386.1443598793937,930.615710619837,1.0268180535482656,0.42606200978050435
7,2314,5359224,30,-804.5,804.5,422.6592007752818,723.2485771856736,1.9034247888708193,1.1123423196081412
7,2514,6325224,30,-804.5,804.5,459.17404107810796,1106.477221528883,1.7520589755272125,0.7270822971740676
7,2714,7371224,30,396.5,396.5,495.6888809189356,565.1642172001302,0.7998969015906636,0.7015660014080393
7,2914,8497224,30,-804.5,804.5,532.2037203928586,937.7438659353647,1.5116391884786893,0.8579101705960412
7,3113,9696995,30,592.6333333333333,592.6333333333333,568.535985375303,1027.6053053562064,1.042384912438081,0.5767129950033729
